X,Y,Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,icon_url
-12.92,-24.67,"473",Belleno,Ventia,Ventia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"633",650,1036,-24.67,-12.92,"25",,port,,,,,,./0.png
2.69,-1.56,"474",Arnorole,,,Neutrals,undefined,Aasimar,No religion,"683",1024.5,481.5,-1.56,2.69,"36",,port,citadel,walls,,,,./0.png
18.91,-4.55,"475",Heron,,,Neutrals,undefined,Kender,No religion,"440",1413.93,553.26,-4.55,18.91,"36",,,citadel,walls,,,,./0.png
26.84,-6.3,"476",Omalyananat,,,Neutrals,undefined,Elf,No religion,"3729",1604.25,595.17,-6.3,26.84,"36",,,citadel,,plaza,,,./0.png
-23.72,-21.36,"477",Inazaglia,,,Neutrals,undefined,Human,No religion,"1413",390.69,956.6,-21.36,-23.72,"36",,,citadel,,,,,./0.png
-6.62,-21.91,"478",Rontania,Vinaria,Vinaria County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4976",801.22,969.81,-21.91,-6.62,"36",,,citadel,walls,plaza,temple,,./0.png
-6.13,-22.57,"479",Pescalatro,Vinaria,Vinaria County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"415",812.98,985.59,-22.57,-6.13,"36",,,,,,,,./0.png
-6.51,-23.81,"480",Roccatano,Guino,Guino County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"409",803.86,1015.5,-23.81,-6.51,"36",,,citadel,,,,,./0.png
24.31,8.04,"481",Koljanpaaki,,,Neutrals,undefined,Owlin,No religion,"749",1543.52,250.93,8.04,24.31,"49",,,citadel,,,,,./0.png
-16.08,3.94,"482",Bahagzigzig,Naragz,Naragz County,Tragbigia,Empire of Tragbigia,Dwarf (Hill),The Norse Pantheon,"1292",574.08,349.46,3.94,-16.08,"49",,,citadel,walls,,,,./0.png
-14.24,-1.25,"483",Helvalen,Hrafrost,Hrafrost County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"545",618.2,474.1,-1.25,-14.24,"49",,,,,plaza,,,./0.png
-6.27,-4.39,"484",Voland,,,Neutrals,undefined,Dwarf,No religion,"2131",809.63,549.35,-4.39,-6.27,"49",,,citadel,,,,,./0.png
-3.59,-5.37,"485",Horopennes,,,Neutrals,undefined,Dwarf,No religion,"2057",873.81,572.93,-5.37,-3.59,"49",,,citadel,,,,,./0.png
16.1,-9.65,"486",Yumirani,,,Neutrals,undefined,Aarakocra,No religion,"973",1346.3,675.7,-9.65,16.1,"49",,,citadel,,plaza,,,./0.png
-5.46,7.48,"487",Vasvogloy,,,Neutrals,undefined,Dwarf,No religion,"2676",829.02,264.48,7.48,-5.46,"64",,,,walls,plaza,,,./0.png
-24.67,6.61,"488",Hvangaro,,,Neutrals,undefined,Dwarf,No religion,"1971",367.9,285.34,6.61,-24.67,"64",,,citadel,,,,,./0.png
-13.49,6.64,"489",Soltha,,,Neutrals,undefined,Gnome,No religion,"1860",636.24,284.73,6.64,-13.49,"64",,,,,,,,./0.png
23.84,2.02,"490",Earionbelha,,,Neutrals,undefined,Elf,No religion,"3513",1532.14,395.5,2.02,23.84,"64",,,,,plaza,,,./0.png
22.36,1.02,"491",Luivalzhor,Neanalonele,Neanalonele Shire,Dranzandyndor,Empire of Dranzandyndor,Half-Elf,The Egyptian Pantheon,"434",1496.61,419.6,1.02,22.36,"64",,,citadel,,,,,./0.png
2.93,-2.88,"492",Patta,,,Neutrals,undefined,Aasimar,No religion,"1884",1030.22,513.1,-2.88,2.93,"64",,,,walls,plaza,,,./0.png
25.53,-7.34,"493",Umnes,,,Neutrals,undefined,Elf,No religion,"1973",1572.65,620.09,-7.34,25.53,"64",,,citadel,,,,,./0.png
-32.74,-12.66,"494",Capramana,,,Neutrals,undefined,Human,No religion,"1063",174.14,747.87,-12.66,-32.74,"64",,,,,,,,./0.png
-15.15,-21.18,"495",Cancigliado,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"417",596.47,952.44,-21.18,-15.15,"64",,,,,plaza,,,./0.png
-13.08,-21.18,"496",Castano,Lonzio,Lonzio Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3370",646.04,952.43,-21.18,-13.08,"64",,,citadel,walls,plaza,,,./0.png
-15.76,-22.06,"497",Roccanonema,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"421",581.76,973.53,-22.06,-15.76,"64",,,,,,,,./0.png
-13.38,-22.13,"498",Ponto,Lonzio,Lonzio Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1810",638.79,975.03,-22.13,-13.38,"64",,,citadel,,,,,./0.png
-21.93,6.56,"499",Aududavodo,,,Neutrals,undefined,Dwarf,No religion,"2128",433.59,286.62,6.56,-21.93,"81",,,citadel,,,,,./0.png
3.43,5.4,"500",Gurkudzah,,,Neutrals,undefined,Goliath,No religion,"1054",1042.36,314.52,5.4,3.43,"81",,,citadel,,,,,./0.png
4.01,-12.35,"501",Nerellumie,Fasavigliaga,Fasavigliaga County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2848",1056.34,740.47,-12.35,4.01,"81",,,,,plaza,,,./0.png
-9.28,-19.81,"502",Licelfe,Ciampo,Ciampo County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3448",737.18,919.44,-19.81,-9.28,"81",,,citadel,walls,,,,./0.png
-6.53,0.57,"503",Tjotnesrey,,,Neutrals,undefined,Dwarf,No religion,"1553",803.17,430.33,0.57,-6.53,"100",,,,,,,,./0.png
20.34,1.03,"504",Kararien,Cyveralos,Cyveralos Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Eladrin),The Egyptian Pantheon,"418",1448.06,419.17,1.03,20.34,"100",,,,,,,,./0.png
-24.24,-1.92,"505",Sannesda,,,Neutrals,undefined,Dwarf,No religion,"1978",378.21,490.03,-1.92,-24.24,"100",,,citadel,walls,,,,./0.png
4.5,-2.54,"506",Sanelle,,,Neutrals,undefined,Aasimar,No religion,"1258",1068,505,-2.54,4.5,"100",,port,citadel,,,,,./0.png
10.49,8.97,"507",Wetheas,,,Neutrals,undefined,Tiefling,No religion,"1164",1211.81,228.68,8.97,10.49,"121",,,,,,,,./0.png
-22.91,7.81,"508",Skrofors,,,Neutrals,undefined,Dwarf,No religion,"428",410.18,256.48,7.81,-22.91,"121",,,,,,,,./0.png
9.87,5.83,"509",Gnaarlariben,,,Neutrals,undefined,Tiefling,No religion,"5678",1196.81,304.05,5.83,9.87,"121",,,citadel,walls,plaza,temple,,./0.png
-14.97,3.15,"510",Kharukthiz,Naragz,Naragz County,Tragbigia,Empire of Tragbigia,Dwarf (Hill),The Norse Pantheon,"708",600.68,368.36,3.15,-14.97,"121",,,citadel,,,,,./0.png
-5.49,-12.15,"511",Mulaisha,,,Neutrals,undefined,Lizardfolk,No religion,"1065",828.26,735.55,-12.15,-5.49,"121",,,citadel,,,,,./0.png
-17.64,-5.15,"512",Lenesnes,,,Neutrals,undefined,Dwarf,No religion,"2433",536.62,567.48,-5.15,-17.64,"144",,,,walls,plaza,,,./0.png
-22.27,-1.14,"513",Senduoset,,,Neutrals,undefined,Dwarf,No religion,"440",425.46,471.44,-1.14,-22.27,"169",,,,walls,,,,./0.png
-5.93,-3.14,"514",Skaber,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"1945",817.66,519.39,-3.14,-5.93,"169",,,,,,,,./0.png
-6.69,-3.8,"515",Trellanes,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"429",799.51,535.15,-3.8,-6.69,"169",,,,walls,,,,./0.png
-25.25,0.85,"516",Hvolsker,,,Neutrals,undefined,Dwarf,No religion,"425",353.95,423.59,0.85,-25.25,"196",,,citadel,,,,,./0.png
-9.12,-0.66,"517",Oroker,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"2100",741.22,459.73,-0.66,-9.12,"196",,,,,,,,./0.png
-21.26,-1.45,"518",Gjevelsos,,,Neutrals,undefined,Dwarf,No religion,"422",449.76,478.73,-1.45,-21.26,"196",,,citadel,walls,,,,./0.png
-8.49,-3.28,"519",Olsmar,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"423",756.12,522.79,-3.28,-8.49,"196",,,citadel,walls,,,,./0.png
14.73,-10.02,"520",Oami,,,Neutrals,undefined,Aarakocra,No religion,"2002",1313.63,684.46,-10.02,14.73,"225",,,,walls,,,,./0.png
-20.14,3.34,"521",Skjervika,Bifniria,Bifniria County,Tragbigia,Empire of Tragbigia,Dwarf (Mountain),The Norse Pantheon,"2121",476.73,363.95,3.34,-20.14,"289",,,,,plaza,,,./0.png
-12.7,2.28,"522",Vardurhofn,Stamstania,Stamstania County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"2606",655.19,389.26,2.28,-12.7,"289",,,,walls,,,,./0.png
-8.08,3.67,"523",Hodoyrar,Hofosen,Hofosen Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"3310",766.01,355.94,3.67,-8.08,"361",,,,walls,,,,./0.png
-13.4,-3.19,"524",Stamstan,Nesbak,Nesbak Seneschalty,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"3549",638.4,520.52,-3.19,-13.4,"676",,,,,plaza,,,./0.png
23.17,16.96,"525",Nyharen,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2934",1516.19,37.04,16.96,23.17,"4",,,citadel,,plaza,,,./0.png
23.31,16.65,"526",Synead,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1906",1519.4,44.4,16.65,23.31,"4",,,citadel,,,,,./0.png
-29.83,16.62,"527",Sanadela,,,Neutrals,undefined,Goblin,No religion,"4581",243.98,45.18,16.62,-29.83,"4",,,,,plaza,,,./0.png
-27.66,16.22,"528",Mabe,,,Neutrals,undefined,Goblin,No religion,"1244",296.17,54.74,16.22,-27.66,"4",,,,,plaza,,,./0.png
-24.62,16.41,"529",Timtimpa,,,Neutrals,undefined,Goblin,No religion,"832",369.23,50.06,16.41,-24.62,"4",,,citadel,,,,,./0.png
11.2,15.83,"530",Kamath,,,Neutrals,undefined,Fairy,No religion,"429",1228.82,64.12,15.83,11.2,"4",,,citadel,walls,,,,./0.png
-27.44,15.26,"531",Atab,,,Neutrals,undefined,Goblin,No religion,"3386",301.52,77.69,15.26,-27.44,"4",,,citadel,,,,,./0.png
-2.35,15.25,"532",Ogstad,,,Neutrals,undefined,Dragonborn,No religion,"8370",903.51,77.91,15.25,-2.35,"4",,,,walls,,temple,,./0.png
5.19,15.42,"533",Bazirah,,,Neutrals,undefined,Yuan-ti,No religion,"647",1084.5,74,15.42,5.19,"4",,port,citadel,,,,,./0.png
-33.16,14.47,"534",Szeglodrod,,,Neutrals,undefined,Half-Orc,No religion,"2610",164.05,96.84,14.47,-33.16,"4",,,,walls,,,,./0.png
-25.99,14.44,"535",Lintinenai,,,Neutrals,undefined,Hadozee,No religion,"2937",336.19,97.53,14.44,-25.99,"4",,,citadel,,plaza,,,./0.png
-5.44,14.8,"536",Grytbo,,,Neutrals,undefined,Dragonborn,No religion,"453",829.51,88.89,14.8,-5.44,"4",,,citadel,,plaza,,,./0.png
24.08,14.92,"537",Nandee,Kafethond,Kafethond Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Drow),The Egyptian Pantheon,"637",1538,86,14.92,24.08,"4",,port,,,,,,./0.png
4.67,13.88,"538",Buhar,,,Neutrals,undefined,Yuan-ti,No religion,"3900",1072.02,110.9,13.88,4.67,"4",,,citadel,walls,,,,./0.png
6.67,14.22,"539",Risajan,,,Neutrals,undefined,Yuan-ti,No religion,"1792",1120.09,102.78,14.22,6.67,"4",,,,,,,,./0.png
-29.42,13.63,"540",Mindspokbari,,,Neutrals,undefined,Half-Orc,No religion,"1345",253.84,116.86,13.63,-29.42,"4",,,,walls,plaza,,,./0.png
-27.24,13.19,"541",Hvamsey,,,Neutrals,undefined,Hobgoblin,No religion,"2474",306.32,127.47,13.19,-27.24,"4",,,,walls,plaza,,,./0.png
-31.52,13.01,"542",Martes,,,Neutrals,undefined,Half-Orc,No religion,"423",203.58,131.8,13.01,-31.52,"4",,,citadel,,,,,./0.png
-27.01,12.82,"543",Greloyrika,,,Neutrals,undefined,Hobgoblin,No religion,"6201",311.79,136.3,12.82,-27.01,"4",,,citadel,walls,plaza,,,./0.png
0.77,12.75,"544",Austing,,,Neutrals,undefined,Dragonborn,No religion,"1187",978.37,137.95,12.75,0.77,"4",,,citadel,,plaza,,,./0.png
2.77,12.63,"545",Braudir,,,Neutrals,undefined,Dragonborn,No religion,"4949",1026.5,141,12.63,2.77,"4",,port,,walls,,,shanty town,./0.png
-17.37,11.52,"546",Amiara,,,Neutrals,undefined,Minotaur,No religion,"3025",543.02,167.45,11.52,-17.37,"4",,,,,,,,./0.png
-30.27,9.67,"547",Ocsimondor,,,Neutrals,undefined,Orc,No religion,"879",233.43,211.9,9.67,-30.27,"4",,,citadel,,plaza,,,./0.png
26.86,9.65,"548",Enthmerarith,,,Neutrals,undefined,Elf,No religion,"1796",1604.68,212.52,9.65,26.86,"4",,,citadel,walls,,,,./0.png
-0.31,8.47,"549",Onstad,,,Neutrals,undefined,Dragonborn,No religion,"2966",952.52,240.75,8.47,-0.31,"4",,,citadel,walls,plaza,,,./0.png
30.01,5.95,"550",Lelvelethlas,,,Neutrals,undefined,Elf,No religion,"1576",1680.3,301.1,5.95,30.01,"4",,,citadel,,,,,./0.png
1.5,2.45,"551",Senilwenntyr,,,Neutrals,undefined,Triton,No religion,"1422",996.09,385.17,2.45,1.5,"4",,,citadel,,,,,./0.png
29.53,-0.26,"552",Ino'an,,,Neutrals,undefined,Elf,No religion,"3234",1668.78,450.22,-0.26,29.53,"4",,,,walls,plaza,,,./0.png
32.24,-0.97,"553",Yerius,,,Neutrals,undefined,Elf,No religion,"2229",1733.66,467.36,-0.97,32.24,"4",,,,,,,,./0.png
32.97,-1.68,"554",Therius,,,Neutrals,undefined,Elf,No religion,"4371",1751.2,484.21,-1.68,32.97,"4",,,,walls,plaza,,,./0.png
3.92,-2.26,"555",Vallo,,,Neutrals,undefined,Aasimar,No religion,"523",1054.15,498.16,-2.26,3.92,"4",,,citadel,,plaza,,,./0.png
-38.08,-6.01,"556",Fontara,Arronegio,Arronegio County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3297",46.08,588.14,-6.01,-38.08,"4",,,citadel,,plaza,,,./0.png
-37.27,-5.74,"557",Menta,Arronegio,Arronegio County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"422",65.4,581.82,-5.74,-37.27,"4",,,citadel,,,,,./0.png
-36.2,-6.66,"558",Frastiglia,Arronegio,Arronegio County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3160",91.26,603.88,-6.66,-36.2,"4",,,,walls,plaza,,,./0.png
11.1,-10.19,"559",Ondorshig,,,Neutrals,undefined,Gith,No religion,"426",1226.33,688.66,-10.19,11.1,"4",,,,,,,,./0.png
-38.75,-14.82,"560",Gorlondi,,,Neutrals,undefined,Human,No religion,"2726",29.91,799.67,-14.82,-38.75,"4",,,citadel,walls,,,,./0.png
2.77,-14.67,"561",Arvaduca,Serno,Serno Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3577",1026.41,796.06,-14.67,2.77,"4",,,,,plaza,,,./0.png
34.48,-15.56,"562",Reirian,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3956",1787.41,817.42,-15.56,34.48,"4",,,citadel,walls,plaza,,,./0.png
35.63,-15.17,"563",Wasrion,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2265",1815.16,807.96,-15.17,35.63,"4",,,,,,,,./0.png
32.98,-15.9,"564",Ellebelvene,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"943",1751.61,825.6,-15.9,32.98,"4",,,,,,,,./0.png
29.34,-16.62,"565",Hlynathyrlon,,,Neutrals,undefined,Elf,No religion,"2300",1664.07,842.92,-16.62,29.34,"4",,,citadel,,,,,./0.png
33.62,-17.14,"566",Ulsmel,Efranthenthe,Efranthenthe County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1119",1766.96,855.37,-17.14,33.62,"4",,,,,,,,./0.png
-3.4,-18.35,"567",Zasano,,,Neutrals,undefined,Human,No religion,"782",878.5,884.5,-18.35,-3.4,"4",,port,citadel,,,,,./0.png
-1.42,-18.34,"568",Vallelavio,,,Neutrals,undefined,Human,No religion,"429",925.92,884.14,-18.34,-1.42,"4",,,citadel,,,,,./0.png
18.26,-18.46,"569",Muohuehu,,,Neutrals,undefined,Firbolg,No religion,"3219",1398.22,887.12,-18.46,18.26,"4",,,citadel,walls,plaza,,,./0.png
37.13,-18.7,"570",Ulilleladire,Sarinoramel,Sarinoramel Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"4039",1851.04,892.8,-18.7,37.13,"4",,,,walls,plaza,,,./0.png
22.49,-19.75,"571",Tawen,,,Neutrals,undefined,Tabaxi,No religion,"1132",1499.85,917.93,-19.75,22.49,"4",,,,,,,,./0.png
24.06,-19.69,"572",Skhinenib,,,Neutrals,undefined,Tabaxi,No religion,"454",1537.38,916.68,-19.69,24.06,"4",,,citadel,,plaza,,,./0.png
32.21,-20.16,"573",Srandemar,Nathele,Nathele Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"413",1733.02,927.78,-20.16,32.21,"4",,,citadel,,,,,./0.png
15.94,-21,"574",Kouiu,,,Neutrals,undefined,Firbolg,No religion,"2928",1342.54,947.95,-21,15.94,"4",,,citadel,walls,,,,./0.png
3.53,-24.16,"575",Shasan,,,Neutrals,undefined,Leonin,No religion,"2769",1044.8,1023.9,-24.16,3.53,"4",,,,,plaza,,,./0.png
5.78,-24.4,"576",Hajiyeh,,,Neutrals,undefined,Leonin,No religion,"1094",1098.63,1029.67,-24.4,5.78,"4",,,,,,,,./0.png
-22.52,-25.33,"577",Condasaroco,Rociania,Rociania County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1501",419.5,1052,-25.33,-22.52,"4",,port,,,plaza,,,./0.png
29.26,-3.04,"578",Unoneri,,,Neutrals,undefined,Elf,No religion,"3345",1662.35,516.94,-3.04,29.26,"9",,,citadel,walls,plaza,,,./0.png
-35.89,-9.79,"579",Montanone,Citritelia,Citritelia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"466",98.53,678.94,-9.79,-35.89,"9",,,citadel,,plaza,,,./0.png
-21.85,-9.87,"580",Verurum,,,Neutrals,undefined,Centaur,No religion,"413",435.68,680.79,-9.87,-21.85,"9",,,,,,,,./0.png
2.66,-11.11,"581",Armiano,Fasavigliaga,Fasavigliaga County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1765",1023.78,710.72,-11.11,2.66,"9",,,citadel,,,,,./0.png
-2.16,-14.08,"582",Lania,Scandrigno,Scandrigno Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"528",908.22,781.99,-14.08,-2.16,"9",,,,,,,,./0.png
1.27,-14.83,"583",Broccospe,Vallararo,Vallararo County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"410",990.38,799.9,-14.83,1.27,"9",,,,,,,,./0.png
2.1,-14.88,"584",Piante,Vallararo,Vallararo County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3161",1010.35,801.23,-14.88,2.1,"9",,,,,plaza,,,./0.png
-23.28,-24.52,"585",Vilenocie,Belalentia,Belalentia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1772",401.32,1032.6,-24.52,-23.28,"9",,,,,,,,./0.png
27.57,-3.3,"586",Mithmelhona,,,Neutrals,undefined,Elf,No religion,"488",1621.61,523.27,-3.3,27.57,"16",,,,,plaza,,,./0.png
-36.02,-16.54,"587",Canto,,,Neutrals,undefined,Human,No religion,"1215",95.47,840.85,-16.54,-36.02,"16",,,citadel,,,,,./0.png
26.74,7.79,"588",Loijarvo,,,Neutrals,undefined,Owlin,No religion,"2906",1601.73,257.11,7.79,26.74,"25",,,citadel,,plaza,,,./0.png
-35.76,-6.48,"589",Citronesata,Arronegio,Arronegio County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1359",101.64,599.45,-6.48,-35.76,"25",,,citadel,,,,,./0.png
29.13,-7.72,"590",Limyuernora,,,Neutrals,undefined,Elf,No religion,"6233",1659.13,629.4,-7.72,29.13,"25",,,,walls,plaza,temple,,./0.png
-34.49,-12.15,"591",Conzio,,,Neutrals,undefined,Human,No religion,"1683",132.25,735.55,-12.15,-34.49,"25",,,citadel,,,,,./0.png
-10.66,-23.23,"592",Capri,Fiugliamatri,Fiugliamatri County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3187",704.1,1001.56,-23.23,-10.66,"25",,,,,plaza,,,./0.png
-5.12,-23.83,"593",Menta,Amarinia,Amarinia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1793",837.03,1015.92,-23.83,-5.12,"25",,,citadel,,,,,./0.png
-13.1,-24.81,"594",Montevigino,Ventia,Ventia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2397",645.5,1039.5,-24.81,-13.1,"25",,port,,,plaza,,,./0.png
20.47,10.4,"595",Ryanynfenya,Edranalon,Edranalon Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3521",1451.29,194.4,10.4,20.47,"36",,,,walls,plaza,,,./0.png
24.32,6.88,"596",Maula,,,Neutrals,undefined,Owlin,No religion,"417",1543.77,278.93,6.88,24.32,"36",,,,,,,,./0.png
26.12,6.28,"597",Analonenoni,,,Neutrals,undefined,Elf,No religion,"421",1586.91,293.34,6.28,26.12,"36",,,,,plaza,,,./0.png
24.36,5.14,"598",Thelharion,,,Neutrals,undefined,Elf,No religion,"1036",1544.54,320.57,5.14,24.36,"36",,,,,,,,./0.png
19.2,3.94,"599",Nythyr,Aymlunola,Aymlunola Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (High),The Egyptian Pantheon,"3374",1420.87,349.37,3.94,19.2,"36",,,citadel,walls,plaza,,,./0.png
25.9,3.61,"600",Mathyrwin,,,Neutrals,undefined,Elf,No religion,"817",1581.52,357.44,3.61,25.9,"36",,,citadel,,,,,./0.png
2.76,-2.13,"601",Servia,,,Neutrals,undefined,Aasimar,No religion,"572",1026.2,495.04,-2.13,2.76,"36",,,,,,,,./0.png
20.42,-3.16,"602",Kwaipingmun,,,Neutrals,undefined,Thri-kreen,No religion,"528",1450.03,519.83,-3.16,20.42,"36",,,citadel,,plaza,,,./0.png
28.63,-4.17,"603",Machrionnor,,,Neutrals,undefined,Elf,No religion,"2728",1647,544.05,-4.17,28.63,"36",,,,,,,,./0.png
4.49,-5.73,"604",Kirk,,,Neutrals,undefined,Satyr,No religion,"451",1067.84,581.41,-5.73,4.49,"36",,,,,,,,./0.png
-20.27,-20.85,"605",Rocca,,,Neutrals,undefined,Human,No religion,"1279",473.47,944.36,-20.85,-20.27,"36",,,citadel,,,,,./0.png
-18.59,-21.78,"606",Gallabi,Finia,Finia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"444",513.92,966.75,-21.78,-18.59,"36",,,,,,,,./0.png
-12.21,-21.85,"607",Satiteltone,Vetia,Vetia Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3255",667,968.52,-21.85,-12.21,"36",,,,walls,plaza,,,./0.png
-3.78,-6.36,"608",Elland,,,Neutrals,undefined,Dwarf,No religion,"1961",869.18,596.54,-6.36,-3.78,"49",,,citadel,,,,,./0.png
-16.98,-3.02,"609",Alfjor,Hrafrost,Hrafrost County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"2383",552.52,516.41,-3.02,-16.98,"64",,,citadel,walls,plaza,,,./0.png
-30.51,-13.1,"610",Marvanosile,,,Neutrals,undefined,Human,No religion,"2644",227.75,758.45,-13.1,-30.51,"64",,,,walls,plaza,,,./0.png
-15.53,-21.42,"611",Velle,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4207",587.18,958.17,-21.42,-15.53,"64",,,,walls,plaza,,,./0.png
-8.51,-21.34,"612",Guico,Fontia,Fontia Earldom,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2956",755.74,956.18,-21.34,-8.51,"64",,,citadel,,,,,./0.png
-9.95,-21.96,"613",Pitomarma,Cervolalom,Cervolalom County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1445",721.21,970.98,-21.96,-9.95,"64",,,citadel,,,,,./0.png
-17.25,-22.66,"614",Colvie,Gecorso,Gecorso County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"5692",545.88,987.91,-22.66,-17.25,"64",,,citadel,walls,,temple,shanty town,./0.png
-9.15,-20.61,"615",Fiutosisa,Fontia,Fontia Earldom,Fonticalia,Fonticalian Empire,Human,Greek Deities,"914",740.48,938.57,-20.61,-9.15,"81",,,,,,,,./0.png
-9.63,-21.15,"616",Rocca,Fontia,Fontia Earldom,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1009",728.86,951.69,-21.15,-9.63,"81",,,citadel,,,,,./0.png
-11.71,9.26,"617",Kunshal,,,Neutrals,undefined,Gnome,No religion,"2236",678.96,221.75,9.26,-11.71,"100",,,citadel,walls,,,,./0.png
9.87,8.58,"618",Wetheihau,,,Neutrals,undefined,Tiefling,No religion,"5118",1196.78,238.01,8.58,9.87,"100",,,,walls,,,,./0.png
-25.11,3.67,"619",Olafsfla,,,Neutrals,undefined,Dwarf,No religion,"445",357.47,355.94,3.67,-25.11,"100",,,citadel,,plaza,,,./0.png
-11.68,-21.42,"620",Vininistanel,Vetia,Vetia Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2426",679.73,957.97,-21.42,-11.68,"100",,,,,,,,./0.png
-6.04,5.99,"621",Skavolar,,,Neutrals,undefined,Dwarf,No religion,"2275",815.11,300.13,5.99,-6.04,"169",,,citadel,,,,,./0.png
-6.45,4.88,"622",Golandvi,,,Neutrals,undefined,Dwarf,No religion,"2738",805.14,326.93,4.88,-6.45,"169",,,,walls,plaza,,,./0.png
-20.63,1.99,"623",Neshofn,,,Neutrals,undefined,Dwarf,No religion,"1612",464.82,396.26,1.99,-20.63,"169",,,citadel,,plaza,,,./0.png
-7.63,-9.99,"624",Saureykir,,,Neutrals,undefined,Dwarf,No religion,"440",776.81,683.75,-9.99,-7.63,"169",,,,,,,,./0.png
0.6,-17.94,"625",Fondi,,,Neutrals,undefined,Human,No religion,"447",974.49,874.47,-17.94,0.6,"169",,,,,plaza,,,./0.png
-11.13,6.28,"626",Hajfasarcag,,,Neutrals,undefined,Gnome,No religion,"2206",692.79,293.23,6.28,-11.13,"196",,,,,,,,./0.png
-19.14,-1.65,"627",Trovina,,,Neutrals,undefined,Dwarf,No religion,"437",500.6,483.67,-1.65,-19.14,"289",,,,,,,,./0.png
-17.59,1.19,"628",Esver,Stamland,Stamland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"5980",537.88,415.4,1.19,-17.59,"361",,,,walls,,,shanty town,./0.png
